id,lon,lat
0,116.39076278409978,39.91787654369251
1,116.39151443662583,39.90177787411965
2,116.3808293782522,39.93610371696733
3,116.39765520457782,39.886674468254654
4,116.39506166803424,39.90397136903128
5,116.39178201874816,39.89614800381349
6,116.38982394804715,39.93650226960129
7,116.39151443662583,39.90177787411965
8,116.42556688934837,39.94014346253377
9,116.38556211928267,39.92737629695356
10,116.39157449031913,39.90111587550556
11,116.41105009108072,39.94583501460903
12,116.3887334792097,39.937693833484595
13,116.38357886247483,39.90351278666705
14,116.39030819854135,39.92447350146816
15,116.39206389884727,39.89600288263647
16,116.40752956321636,39.9451819884847
17,116.39359403095595,39.88178191908679
18,116.33591535245326,39.905085637735645
19,116.39078695427182,39.91643759212848
20,116.38708365612945,39.89823451325854
21,116.38490095686777,39.893695228181365
22,116.38758460710335,39.90362495242338
23,116.3891671438162,39.93813656684388
24,116.37892664271996,39.89515820781807
25,116.40269320974501,39.923850303539865
26,116.39081400546611,39.91591960048019
27,116.39078695427182,39.91643759212848
28,116.40497580450149,39.91405384150538
29,116.40703535208303,39.945502872471565
30,116.40616323166797,39.881626474889806
31,116.3917806428488,39.89910387028031
32,116.3772754285731,39.943251805551334
33,116.36367390753774,39.88401210080069
34,116.39411814137291,39.91854706614327
35,116.42634008404212,39.93141862165565
36,116.38096028467747,39.888664644688156
37,116.36267074803482,39.906848502295816
38,116.39487186496721,39.89507283170166
39,116.37569828921323,39.87310853959044
40,116.37317284231139,39.93415160732669
41,116.39082292994503,39.916473572653906
42,116.39911531797803,39.92330558487095
43,116.42941371122541,39.9000214283829
44,116.36552496447153,39.92200980493515
45,116.3941047153173,39.89839594640566
46,116.3984226224274,39.937284131524365
47,116.40522408248928,39.880918379774194
48,116.3906767092951,39.9188365467277
49,116.38581843873065,39.876139419806165
50,116.37184417148195,39.9225336374427
51,116.39078695427182,39.91643759212848
52,116.35087837637447,39.93047032864011
53,116.39145028443643,39.90323083980395
54,116.42917706941094,39.9335487274997
55,116.40703535208303,39.945502872471565
56,116.42749908922629,39.905340979220234
57,116.388167477067,39.90930734447055
58,116.43758772034096,39.91416102849661
59,116.39078695427182,39.91643759212848
60,116.39619487851164,39.907531874359336
61,116.39376245802244,39.90929759117087
62,116.36610580841868,39.92359294190202
63,116.38835074819715,39.91405203083477
64,116.41617340102405,39.91676272205219
65,116.39138453846076,39.925035942896606
66,116.39078695427182,39.91643759212848
67,116.38942167229735,39.94058332662354
68,116.33762312599916,39.89993663851261
69,116.35751118291996,39.883154446470584
70,116.38465227267787,39.93995644941547
71,116.41417176592748,39.90147125688285
72,116.40075394900566,39.90185131532996
73,116.4057001908296,39.92019967161162
74,116.35594295434738,39.9324347973921
75,116.39875525700727,39.90059361613506
76,116.37780489955935,39.887509657654945
77,116.39514634914303,39.898411590313096
78,116.42609767568197,39.9162289926498
79,116.37964111593973,39.885238001581904
80,116.38306754603013,39.93322394345352
81,116.39076278409978,39.91787654369251
82,116.28957787208313,39.87577971474077
83,116.39078695427182,39.91643759212848
84,116.35233665054105,39.888896648801186
85,116.44376186140123,39.909030554072594
86,116.43756147352039,39.923554594413645
